"borough","business","stars","plus_code","address","latitude","longitude"
"Wellcare Pharmacy + Microsuction Ear Wax Removal Cen","Wellcare Pharmacy + Microsuction Ear Wax Removal Centre",4.3,"JM35+VX","385 High Rd, Harrow HA3 6E",NA,NA
"Shaftesbury Pharm","Shaftesbury Pharmacy",3.6,"HJCW+V5","6 Shaftesbury Parade Shaftesbury Cir, South Harrow, Harrow HA2 0A",NA,NA
"Murrays Chemist & Travel Cli","Murrays Chemist & Travel Clinic",4.7,"HMMP+C3","172 Kenton Rd, Harrow HA3 8B",NA,NA
"Doorstep Pharmacy + Travel Cli","Doorstep Pharmacy + Travel Clinic",2.7,"HM95+RX","106 High St, Harrow HA1 3L",NA,NA
"Garner Chemist & Travel Cli","Garner Chemist & Travel Clinic",4.6,"HJJX+QM","160 Pinner Rd, Harrow HA1 4J",NA,NA
"Garner Chemist & Travel Cli","Garner Chemist & Travel Clinic",4.6,"HJJX+QM","160 Pinner Rd, Harrow HA1 4J",NA,NA
"Churchills Pharm","Churchills Pharmacy",4.5,"HMMP+85","207 Kenton Rd, Harrow HA3 0H",NA,NA
"Churchills Pharm","Churchills Pharmacy",4.5,"HMMP+85","207 Kenton Rd, Harrow HA3 0H",NA,NA
"Desons Pharm","Desons Pharmacy",4.8,"HMR3+WF","216 Harrow View, Harrow HA2 6P",NA,NA
"Smart Care Pharm","Smart Care Pharmacy",3,"HP68+PM","110 Wembley Park Drive Wembley Park Wembley, Greater, London HA9 8H",NA,NA
"Honeypot Pharm","Honeypot Pharmacy",2.8,"HPW3+8G","189 Streatfield Rd, Stanmore, Harrow HA3 9D",NA,NA
"Tesco Pharm","Tesco Pharmacy",3.8,"HMP8+GG","Station Rd, Harrow HA1 2T",NA,NA
"Bo","Boots",4.2,"HMJ7+8F","9, St Anns Shopping Centre, 10 St. Anns Rd, Harrow HA1 1A",NA,NA
"Sudbury Court Pharm","Sudbury Court Pharmacy",4.9,"HM8H+M9","221 Watford Rd, Harrow HA1 3U",NA,NA
"CuraPharm Chem","CuraPharm Chemist",4.8,"HM57+2M","159 Greenford Rd, Sudbury Hill, London HA1 3Q",NA,NA
"Superd","Superdrug",3.9,"HMJ8+PP","297/301 Station Rd, Harrow HA1 2T",NA,NA
"Cedars Pharm","Cedars Pharmacy",5,"JJ2V+HQ","197 Headstone Ln, North, Harrow HA2 6N",NA,NA
"Health Pharmacy Earwax Removal & Travel Cli","Health Pharmacy Earwax Removal & Travel Clinic",4.9,"HJPQ+C9","5, Broadway Parade, Pinner Rd, North Harrow, Harrow HA2 7S",NA,NA
"Tesco Superst","Tesco Superstore",3.8,"HMP8+GH","Tesco Stores Ltd, Station Rd, Harrow HA1 2T",NA,NA
"Webber Pharm","Webber Pharmacy",4.6,"HMM5+FJ","105 Headstone Rd, Harrow HA1 1P",NA,NA
"Meads Pharm","Meads Pharmacy",4.6,"HJFH+38","399 Alexandra Ave, Rayners Lane, Harrow HA2 9S",NA,NA
"Meads Pharm","Meads Pharmacy",4.6,"HJFH+38","399 Alexandra Ave, Rayners Lane, Harrow HA2 9S",NA,NA
"Peace Pharm","Peace Pharmacy",4,"HP65+X3","14 The Broadway, Wembley HA9 8J",NA,NA
"Collins Pharmacy and Travel Cli","Collins Pharmacy and Travel Clinic",3.4,"HPW4+53","9 Queensbury Circle Parade, Stanmore HA7 1E",NA,NA
"Stratwicks Pharm","Stratwicks Pharmacy",4.2,"HJ7W+RF","240 Northolt Rd, South Harrow, Harrow HA2 8D",NA,NA
"Andres Pharm","Andres Pharmacy",4.3,"HPC4+W3","261 Preston Rd, Harrow HA3 0P",NA,NA
"P M WILLI","P M WILLIAMS",4.8,"HJ5Q+8G","Northolt Rd, South Harrow, Harrow HA2 8H",NA,NA
"CK Pharm","CK Pharmacy",4.6,"HM4M+6J","820 Harrow Rd, Wembley HA0 3E",NA,NA
"Kings Pharm","Kings Pharmacy",4.1,"HJ6G+PP","336 Eastcote Ln, Harrow HA2 9A",NA,NA
"Alexandra Pharm","Alexandra Pharmacy",4,"HJ7M+RP","190 Alexandra Ave, Harrow HA2 9B",NA,NA
"Alexandra Pharm","Alexandra Pharmacy",4,"HJ7M+RP","190 Alexandra Ave, Harrow HA2 9B",NA,NA
"Health Pharmacy Blood Testing Cli","Health Pharmacy Blood Testing Clinic",4.6,"Amigable","394 Rayners Ln, Rayners Lane, Harrow, Pinner HA5 5D",NA,NA
"Health Pharmacy Blood Testing Cli","Health Pharmacy Blood Testing Clinic",4.6,"Amigable","394 Rayners Ln, Rayners Lane, Harrow, Pinner HA5 5D",NA,NA
"Saville Pharm","Saville Pharmacy",4.7,"HJPQ+25","61 Station Rd, North Harrow, Harrow HA2 7S",NA,NA
"S & S Chemi","S & S Chemists",4.7,"GPWG+FJ","40 Harrow Rd, Wembley HA9 6P",NA,NA
"111Chem","111Chemist",4.9,"HJ6H+F5","136 Carlyon Ave, South Harrow, Harrow HA2 8S",NA,NA
"",NA,1.6,"HMJ8+QM","297/301 Station Rd, Harrow HA1 2T",NA,NA
"K L Pharm","K L Pharmacy",3.4,"HMWP+8V","229 Kenton Ln, Harrow HA3 8R",NA,NA
"Tyerest ","Tyerest Ltd",4,"HPP2+M9","429 Kenton Rd, Harrow HA3 0X",NA,NA
"Jade Pharmacy (Kingsbury) & Travel Cli","Jade Pharmacy (Kingsbury) & Travel Clinic",3.8,"HPMC+W9","533 Kingsbury Rd, Kingsbury Circle, London NW9 9E",NA,NA
"Sharmans Pharmacy and Travel Cli","Sharmans Pharmacy and Travel Clinic",4.2,"JM8P+RX","32 Church Rd, Stanmore HA7 4A",NA,NA
"Rasons Pharm","Rasons Pharmacy",4.6,"HP37+6G","323 Harrow Rd, Wembley HA9 6B",NA,NA
"Shri Pharmacy & Travel Cli","Shri Pharmacy & Travel Clinic",4.5,"HPMC+XP","511 Kingsbury Rd, London NW9 9E",NA,NA
"Health Pharm","Health Pharmacy",4.6,"Amigable","122 Windermere Ave, Wembley HA9 8R",NA,NA
"Boots Pharm","Boots Pharmacy",5,"HMJ6+J3","16, St. Georges Shopping & Leisure Centre, St. Anns Rd, Harrow HA1 1H",NA,NA
"S & A Pharm","S & A Pharmacy",4.9,"HJ7W+MF","251 Northolt Rd, South Harrow, Harrow HA2 8H",NA,NA
"Sudbury Chem","Sudbury Chemist",4.9,"HM4G+XR","879 Harrow Rd, Wembley HA0 2R",NA,NA
"Shivakem Pharm","Shivakem Pharmacy",5,"HM6J+V5","Shivakem Pharmacy, 12A Court Parade, North Wembley, Wembley HA0 3H",NA,NA
"ASDA Pharm","ASDA Pharmacy",3.1,"HP7F+VP","Forty Ln, Wembley HA9 9E",NA,NA
"Health First Pharm","Health First Pharmacy",3.7,"HP68+QM","95 Wembley Park Dr, London HA9 8H",NA,NA
"Overton & Pickup Pharm","Overton & Pickup Pharmacy",2.1,"HMPV+QG","Kenton Park Parade, Kenton Rd, Harrow HA3 8D",NA,NA
"Gor Pharm","Gor Pharmacy",2.8,"HJW9+7Q","Pinn Medical Centre, Love Ln, Pinner HA5 3E",NA,NA
"Pharmacy Bea","Pharmacy Beauty",5,"HRM2+54","21 Temple Fortune Parade, London NW11 0Q",NA,NA
"Avviro Pharm","Avviro Pharmacy",5,"HJ7X+W7","Pentax House, S Hill Ave, Harrow HA2 0D",NA,NA
"Tanna Pharm","Tanna Pharmacy",3.8,"JJ5G+55","320 Uxbridge Rd, Pinner HA5 4H",NA,NA
"Wellcare PHARM","Wellcare PHARMACY",NA,"HJ2X+HW","44 Oldfields Circus, Northolt UB5 4R",NA,NA
"Wellcare PHARM","Wellcare PHARMACY",NA,"HJ2X+HW","44 Oldfields Circus, Northolt UB5 4R",NA,NA
"Boots Pharm","Boots Pharmacy",NA,"HMV7+XX","68 High St, Harrow HA3 7A",NA,NA
"Angies Chemist & Travel Cli","Angies Chemist & Travel Clinic",4.9,"HJV9+H6","3 High St, Pinner HA5 5P",NA,NA
"Wellcare Pharm","Wellcare Pharmacy",4.7,"HPPC+6V","Alpha House, 552 Kingsbury Rd, London NW9 9H",NA,NA
"Boots Pharm","Boots Pharmacy",NA,"HMJ7+5G","9, St Anns Shopping Centre, 10 St. Anns Rd, Harrow HA1 1A",NA,NA
"M Gokani Chem","M Gokani Chemist",4.3,"GJVG+XM","32 Church Rd, Northolt UB5 5A",NA,NA
"Carters Chemist and Travel Clinic (Pinn","Carters Chemist and Travel Clinic (Pinner)",4.9,"HJV8+WM","24 Bridge St, Pinner HA5 3J",NA,NA
"Osbon Pharm","Osbon Pharmacy",3,"HPXC+4J","39, South Parade, Mollison Way, Edgware HA8 5Q",NA,NA
"Optipharm Pharmacy & Optici","Optipharm Pharmacy & Opticians",2.7,"HP7C+MQ","29 Bridge Rd, Wembley Park, Wembley HA9 9A",NA,NA
"Monks Chem","Monks Chemist",4.3,"GPWG+Q5","70 Harrow Rd, Wembley HA9 6P",NA,NA
"Kuramed Pharm","Kuramed Pharmacy",NA,"HMX6+34","Unit 5, Winsor And Newton Building, Whitefriars Ave, Harrow HA3 5R",NA,NA
"Village Pharm","Village Pharmacy",4.9,"JJ5G+7P","272 Uxbridge Rd, Pinner HA5 4H",NA,NA
"Jade Pharmacy (Burnt O","Jade Pharmacy (Burnt Oak)",4.2,"JP3P+5J","6 Silkstream Rd, Burnt Oak, Edgware HA8 0E",NA,NA
"Sumer Pharm","Sumer Pharmacy",4.4,"GRF4+3C","340 Harrow Rd, London W9 2H",NA,NA
"Well Pharm","Well Pharmacy",3.6,"HPFQ+G2","Kingsbury, 175 Church Ln, London NW9 8J",NA,NA
"Leigh Pharmacy & Travel Cli","Leigh Pharmacy & Travel Clinic",3.8,"HPGQ+24","278 Church Ln, London NW9 8L",NA,NA
"British Chem","British Chemist",4.3,"HPHP+QQ","381 Church Ln, Kingsbury Green, London NW9 8J",NA,NA
"Wellcare Pharm","Wellcare Pharmacy",3.9,"HJ2J+H6","5 Haydock Grn, Northolt UB5 4A",NA,NA
"Judds Chemists ","Judds Chemists Ltd",4.5,"HPQM+XP","343B Stag Ln, London NW9 9A",NA,NA
"NHS Pharm","NHS Pharmacy",3,"GQWC+RG","High Rd, London NW10 2S",NA,NA
"NHS Pharm","NHS Pharmacy",3,"GQWC+RG","High Rd, London NW10 2S",NA,NA
"Shilun's ","Shilun's Ltd",3.9,"HM2J+P9","3, The Parade, Sudbury Heights Ave, Greenford UB6 0L",NA,NA
"Burnt Oak Pharm","Burnt Oak Pharmacy",4.1,"JP2J+9Q","73 Burnt Oak Broadway, Burnt Oak, Edgware HA8 5E",NA,NA
"Fairview Pharmacy - Travel & Earwax Removal & Weight Loss Cli","Fairview Pharmacy - Travel & Earwax Removal & Weight Loss Clinic",4.8,"JP4G+3M","295 Burnt Oak Broadway, Burnt Oak, Edgware HA8 5E",NA,NA
"ASDA Pharm","ASDA Pharmacy",2.6,"HPVQ+JH","off Capitol Way, Edgware Rd, London NW9 0A",NA,NA
"Anytime Pharm","Anytime Pharmacy",1,"HM6J+V5","12A Court Parade, North Wembley, Wembley HA0 3H",NA,NA
"SmartCare Pharmacy ","SmartCare Pharmacy Ltd",4.2,NA,"020 8903 406",45.8097528,14.7425657445546
"BRIGHT HEALTH PHARM","BRIGHT HEALTH PHARMACY",4.7,"HM26+98","1318 Greenford Rd, Greenford UB6 0H",NA,NA
"ProCare Pharmacy - Colindale & Hendon Travel Clinic & Approved Yellow Fever Cen","ProCare Pharmacy - Colindale & Hendon Travel Clinic & Approved Yellow Fever Centre",4.8,"Amigable","11, Sheaveshill Parade, Sheaveshill Ave, London NW9 6R",NA,NA
"Boots Pharm","Boots Pharmacy",3.5,"HJ2X+HX","47a, 47B Oldfields Circus, Northolt UB5 4R",NA,NA
"Crystal Pharm","Crystal Pharmacy",3.8,"HM2V+2J","116 Chaplin Rd, Wembley HA0 4U",NA,NA
"Jade Pharmacy (Wembley) & Travel Cli","Jade Pharmacy (Wembley) & Travel Clinic",4.4,"GPV3+V5","204 Ealing Rd, Wembley HA0 4Q",NA,NA
"Canons Pharm","Canons Pharmacy",4.5,"JP53+2H","11, Station Parade, Whitchurch Ln, Edgware HA8 6R",NA,NA
"Boots Pharm","Boots Pharmacy",3.4,"HJH2+7G","171 Field End Rd, Pinner HA5 1Q",NA,NA
"Jade Pharmacy and Travel Clinic (Edgware) - formerly Avenue Pharm","Jade Pharmacy and Travel Clinic (Edgware) - formerly Avenue Pharmacy",4.7,"JP8F+5M","189 Station Rd, Edgware HA8 7J",NA,NA
"Dale Pharmacy Covid 19 Vaccine Walk","Dale Pharmacy Covid 19 Vaccine Walk In",NA,"JJ9M+PV","Grim's Dyke Golf Club, Oxhey Ln, Watford, Pinner HA5 4A",NA,NA
"The Hyde Pharm","The Hyde Pharmacy",3.8,"Amigable","213 Edgware Rd, London NW9 6L",NA,NA
"Boots Pharm","Boots Pharmacy",5,"HP33+7V","500 High Rd, Wembley HA9 7B",NA,NA
"Goddard Veterinary Group, Harrow We","Goddard Veterinary Group, Harrow Weald",4.3,"JM36+X5","334 High Rd, Harrow HA3 6H",NA,NA
"Wembley Pharm","Wembley Pharmacy",4.3,"GPR2+FV","Middlesex House, 183 Ealing Rd, Wembley HA0 4L",NA,NA
"Boots Pharm","Boots Pharmacy",NA,"HPPF+54","485 Kingsbury Rd, London NW9 9E",NA,NA
"S & S Chemi","S & S Chemists",4.6,"GPRQ+CJ","23 Hillside, London NW10 8L",NA,NA
"Click Health Pharmacy (West London) | Delivering Medicine in Minu","Click Health Pharmacy (West London) | Delivering Medicine in Minutes",4.3,"GMPM+HV","Sabichi House, London UB6 7J",NA,NA
"Click Health Pharmacy (West London) | Delivering Medicine in Minu","Click Health Pharmacy (West London) | Delivering Medicine in Minutes",4.3,"GMPM+HV","Sabichi House, London UB6 7J",NA,NA
"Doshi Pharm","Doshi Pharmacy",4.7,"JP2J+R6","127 Burnt Oak Broadway, Burnt Oak, Edgware HA8 5E",NA,NA
"Medic","Medico2u",5,"medico2u.co.uk","medico2u.co.u",NA,NA
"View Pharm ","View Pharm Ltd",NA,"020","6 Tudor Enterprise Park, Tudor Road, Harrow HA3 5J",NA,NA
"View Pharm ","View Pharm Ltd",NA,"020","6 Tudor Enterprise Park, Tudor Road, Harrow HA3 5J",NA,NA
"Day Lewis Pharmacy Broad Str","Day Lewis Pharmacy Broad Street",2.8,"G5P2+3G","151, Broad St, Dagenham RM10 9H",NA,NA
"Clockhouse Pharmacy & Travel Cli","Clockhouse Pharmacy & Travel Clinic",3.8,"H5X7+R6","5 Clockhouse Ln, Romford RM5 3P",NA,NA
"H B S Pharm","H B S Pharmacy",1,"G58Q+CJ","Ferry Lane Industrial Estate, Lamson Rd, Rainham RM13 9Y",NA,NA
"Maylands Pharmacy & Travel Cli","Maylands Pharmacy & Travel Clinic",4.1,"H53R+48","300 Upper Rainham Rd, Hornchurch RM12 4E",NA,NA
"Asvacare Pharm","Asvacare Pharmacy",3.5,"H58G+49","197 Rush Green Rd, Romford RM7 0J",NA,NA
"Chemist2H","Chemist2Home",3.2,"H6X9+6X","Unit 9, Guardian Business Centre, Faringdon Ave, Romford RM3 8F",NA,NA
"Park Lane Pharm","Park Lane Pharmacy",4.6,"H5CR+QJ","1 Park Ln, Hornchurch, Romford RM11 1B",NA,NA
"Mim Pharm","Mim Pharmacy",4,"H5JG+HX","118 North St, Romford RM1 1D",NA,NA
"Day Lewis Pharmacy Collier ","Day Lewis Pharmacy Collier Row",4.2,"H5Q9+X6","52 Collier Row Ln, Romford RM5 3B",NA,NA
"Rise Park Pharm","Rise Park Pharmacy",4,"H5RJ+X9","173 Rise Park Parade, Romford RM1 4N",NA,NA
"Ardleigh Green Pharmacy + Travel Clinic + Yellow fever cen","Ardleigh Green Pharmacy + Travel Clinic + Yellow fever centre",2.9,"H6MC+98","100 Ardleigh Grn Rd, Hornchurch RM11 2L",NA,NA
"Day Lewis Pharmacy Harold H","Day Lewis Pharmacy Harold Hill",3.1,"J64F+HW","Day Lewis Pharmacy, Gooshays Dr, Romford RM3 9L",NA,NA
"Vantage Pharm","Vantage Pharmacy",NA,"G58W+MH","Wennington Rd, Rainham RM13 9T",NA,NA
"Crescent Pharm","Crescent Pharmacy",3.1,"H6W6+2X","65 Masefield Cres, Romford RM3 7P",NA,NA
"Shadfor","Shadforths",4.4,"H6F3+P7","266 Brentwood Rd, Hornchurch, Romford RM2 5S",NA,NA
"Britannia Pharm","Britannia Pharmacy",3.7,"H4CQ+V7","169 High Rd, Romford RM6 6N",NA,NA
"Britcrown Pharm","Britcrown Pharmacy",2.9,"H6P2+F2","5 Balgores Ln, Romford RM2 5J",NA,NA
"Brooks Pharm","Brooks Pharmacy",3.5,"H5X7+PH","12 Chase Cross Rd, Romford RM5 3P",NA,NA
"Pharmac","Pharmacare",4.3,"H672+XM","164 Hornchurch Rd, Hornchurch RM11 1Q",NA,NA
"Supercare Pharm","Supercare Pharmacy",2.7,"H4CR+Q4","200 High Rd, Romford RM6 6L",NA,NA
"Elm Park Pharm","Elm Park Pharmacy",4.5,"H52X+8M","212 Elm Park Ave, Hornchurch RM12 4S",NA,NA
"Britcrown pharm","Britcrown pharmacy",3,"H66H+5G","31 Upminster Rd, Hornchurch RM11 3U",NA,NA
"Boots Pharm","Boots Pharmacy",4.4,"J64M+2X","122 Petersfield Ave, Romford RM3 9P",NA,NA
"Day Lewis Pharmacy Dagenham, Royal Par","Day Lewis Pharmacy Dagenham, Royal Parade",3.8,"G5Q5+X4","2, Royal Parade, Church St, Dagenham RM10 9X",NA,NA
"BenCrest Chemist + Travel Clinic + Yellow Fever Cen","BenCrest Chemist + Travel Clinic + Yellow Fever Centre",3.7,"H59V+Q7","69 Park Ln, Hornchurch RM11 1B",NA,NA
"Boots Pharm","Boots Pharmacy",4.6,"H639+RW","205 Station Ln, Hornchurch RM12 6L",NA,NA
"Day Lewis Pharmacy Elm P","Day Lewis Pharmacy Elm Park",4.8,"G5XX+9Q","Elm Park, 6 Station Parade, Hornchurch RM12 5A",NA,NA
"Day Lewis Pharmacy Rainham, Mungo P","Day Lewis Pharmacy Rainham, Mungo Park",4,"G5RR+5W","109 Mungo Park Rd, Rainham RM13 7P",NA,NA
"",NA,5,"H5X7+X9","21, 23 Clockhouse Ln, Romford RM5 3P",NA,NA
"Well Pharm","Well Pharmacy",3.5,"H6VM+96","7 Station Rd, Romford RM3 0B",NA,NA
"",NA,4.5,"H523+JC","217 Oxlow Ln, Dagenham RM10 7Y",NA,NA
"Day Lewis Pharmacy Rainham, Rainham R","Day Lewis Pharmacy Rainham, Rainham Road",2.5,"G5HR+92","113 Rainham Rd, Rainham RM13 7Q",NA,NA
"Britannia Pharm","Britannia Pharmacy",4.3,"H562+F5","420 Wood Ln, Dagenham RM10 7F",NA,NA
"Specialist Pharm","Specialist Pharmacy",4.7,"G5W9+W9","Londoneast-UK Business & Technical Park, Yew Tree Avenue, Dagenham, London RM10 7F",NA,NA
"",NA,3.4,"J649+HF","12 Farnham Rd, Romford RM3 8D",NA,NA
"Bo","Boots",4.1,"H5GJ+97","7 The Brewery Walk, Romford RM1 1A",NA,NA
"Day Lewis Pharmacy Cran","Day Lewis Pharmacy Cranham",4.7,"H799+F6","143 Avon Rd, Upminster RM14 1R",NA,NA
"Day Lewis Pharmacy Cran","Day Lewis Pharmacy Cranham",4.7,"H799+F6","143 Avon Rd, Upminster RM14 1R",NA,NA
"Tesco Pharm","Tesco Pharmacy",1.8,"H6V9+HH","Bryant Ave, Romford RM3 0L",NA,NA
"Boots Pharm","Boots Pharmacy",5,"H5GJ+93","7 The Brewery Walk, Romford RM1 1A",NA,NA
"Burdess ","Burdess W H",3.8,"H5M7+2W","178 Mawney Rd, Romford RM7 8B",NA,NA
"",NA,4.5,"H63W+8W","36 Corbets Tey Rd, Upminster RM14 2A",NA,NA
"Panchem Pharm","Panchem Pharmacy",4.6,"H742+C8","160 St. Marys Ln, Upminster RM14 3B",NA,NA
"Well Pharm","Well Pharmacy",2,"H4MP+Q5","107 Rose Ln, Romford RM6 5N",NA,NA
"Tesco Pharm","Tesco Pharmacy",4.7,"H58R+8M","300 Hornchurch Rd, Hornchurch RM11 1P",NA,NA
"Day Lewis Pharmacy Dagenham, Bead","Day Lewis Pharmacy Dagenham, Beadles",2.6,"G5V8+29","7, Beadles Parade, Rainham Rd S, Dagenham RM10 8Y",NA,NA
"Bows Chem","Bows Chemist",3.5,"G6C5+C4","329 Upminster Rd N, Rainham RM13 9J",NA,NA
"Orchard Village Pharm","Orchard Village Pharmacy",3.2,"G5H9+9X","Unit 3, Mick Fury House, Perry Cl, Rainham RM13 8T",NA,NA
"Chansons Pharmacy - Alphega Pharm","Chansons Pharmacy - Alphega Pharmacy",4.6,"G692+X9","6 Crown Parade, Uptminster Road South, Rainham RM13 9B",NA,NA
"Chansons Pharmacy - Alphega Pharm","Chansons Pharmacy - Alphega Pharmacy",4.6,"G692+X9","6 Crown Parade, Uptminster Road South, Rainham RM13 9B",NA,NA
"Sainsbur","Sainsbury's",4,"H679+68","105 High St, Hornchurch RM11 1T",NA,NA
"Sainsbur","Sainsbury's",4,"H679+68","105 High St, Hornchurch RM11 1T",NA,NA
"Kry-Ba Pharm","Kry-Ba Pharmacy",2.9,"G4JW+VF","21 Goresbrook Rd., Dagenham RM9 6X",NA,NA
"Talati Pharm","Talati Pharmacy",3.2,"G4VX+36","282 Heathway, Essex, Dagenham RM10 8Q",NA,NA
"LloydsPharm","LloydsPharmacy",2.1,"H43R+QV","281 Wood Ln, Dagenham RM8 3N",NA,NA
"Govani Chem","Govani Chemist",4.4,"H752+94","64 Station Rd, Upminster RM14 2T",NA,NA
"South Road Pharm","South Road Pharmacy",4.5,"Amigable","1 South Rd, South Ockendon RM15 6N",NA,NA
"ASDA Pharm","ASDA Pharmacy",2.7,"G4JV+22","Merrielands Cres, Dagenham RM9 6S",NA,NA
"Boots Pharm","Boots Pharmacy",4,"H5GM+R5","12 The Liberty, Romford RM1 3R",NA,NA
"Waller Pharm","Waller Pharmacy",4.5,"G4RX+V2","279 Heathway, Dagenham RM9 5A",NA,NA
"Nuxley Village Pharm","Nuxley Village Pharmacy",4.8,"F4MW+8X","7 Nuxley Rd, Belvedere DA17 5J",NA,NA
"Asda Dagenham Superst","Asda Dagenham Superstore",3.6,"G4JR+4M","Merrielands Cres, Dagenham RM9 6S",NA,NA
"Heathway Pharmacy & Travel Clinic(Including Yellow Fever,Hajj and Umrah Vacci","Heathway Pharmacy & Travel Clinic(Including Yellow Fever,Hajj and Umrah Vaccine)",4.5,"G5P2+2H","151, Broad St, Dagenham RM10 9H",NA,NA
"Tesco Pharm","Tesco Pharmacy",2.9,"G5CR+27","Bridge Rd, Rainham RM13 9Y",NA,NA
"Wellbeing Pharmacy & Travel Cli","Wellbeing Pharmacy & Travel Clinic",4.6,"H4CH+7P","1207 High Rd, Romford RM6 4A",NA,NA
"MedPlus Pharmacy & Travel Clinic (CITY D","MedPlus Pharmacy & Travel Clinic (CITY DOC)",5,"H882+VH","Unit 5, Upminster Trading Park, Warley St, Great Warley, Upminster RM14 3P",NA,NA
"Brooks Pharmacy Wood L","Brooks Pharmacy Wood Lane",3,"H43R+QV","281 Wood Ln, Dagenham RM8 3N",NA,NA
"Brooks Pharmacy Wood L","Brooks Pharmacy Wood Lane",3,"H43R+QV","281 Wood Ln, Dagenham RM8 3N",NA,NA
"Boots Pharm","Boots Pharmacy",NA,"H669+XJ","126 High St, Hornchurch RM12 4U",NA,NA
"Dave's Chem","Dave's Chemist",4.1,"F6PM+GQ","Purfleet Care Centre, Tank Hill Rd, Purfleet-on-Thames RM19 1S",NA,NA
"Stelling Road Chemist Now Grand Health Pharm","Stelling Road Chemist Now Grand Health Pharmacy",4.8,"F5FC+2G","38 Stelling Rd, Erith DA8 3J",NA,NA
"Andrew B","Andrew Bass",4.4,"H46W+9M","1148 Green Ln, Dagenham RM8 1B",NA,NA
"David Lewis Pharm","David Lewis Pharmacy",3.9,"H42J+H2","16 Porters Ave, Dagenham RM8 2A",NA,NA
"Williams Dispensing Chem","Williams Dispensing Chemist",4.2,"G58W+MH","139A Wennington Rd, Rainham RM13 9T",NA,NA
"Valence Pharm","Valence Pharmacy",4.5,"H45J+H7","453 Becontree Ave, Dagenham RM8 3U",NA,NA
"Hemants Pharm","Hemants Pharmacy",4.2,"G75J+QW","10 Derwent Parade, South Ockendon RM15 5E",NA,NA
"Hemants Pharm","Hemants Pharmacy",4.2,"G75J+QW","10 Derwent Parade, South Ockendon RM15 5E",NA,NA
"Govani ","Govani Ltd",4.4,"H778+2G","87 Front Ln, Upminster RM14 1X",NA,NA
"Hedgemans Pharm","Hedgemans Pharmacy",3.9,"G4QH+J8","438 Hedgemans Rd, Dagenham RM9 6B",NA,NA
"Boots Pharm","Boots Pharmacy",5,"H63X+J8","59 Corbets Tey Rd, Upminster RM14 2A",NA,NA
"",NA,2.4,"H53R+57","300 Upper Rainham Rd, Hornchurch RM12 4E",NA,NA
"Well Pharm","Well Pharmacy",3.3,"F59R+87","41 Forest Rd, Slade Green, Erith DA8 2N",NA,NA
"J G Harris","J G Harrisons",3.3,"F5HH+XX","1 Town Square, Erith DA8 1R",NA,NA
"Boots Pharm","Boots Pharmacy",3,"G4RX+HG","17, The Mall, Heathway, Dagenham RM10 8R",NA,NA
"Day Lewis Pharmacy Er","Day Lewis Pharmacy Erith",3.7,"F5F7+G4","251 Bexley Rd, Erith DA8 3E",NA,NA
"Cordeve Dispensing Chem","Cordeve Dispensing Chemist",3,"H4FG+66","70 Chadwell Heath Ln, Romford RM6 4N",NA,NA
"Bo","Boots",3.3,"H66C+MG","171 High St, Hornchurch RM11 3X",NA,NA
"Knight","Knightons",4.3,"F4MW+3F","36 Nuxley Rd, Belvedere DA17 5J",NA,NA
"Lawton Pharmacy - Travel Cli","Lawton Pharmacy - Travel Clinic",3.3,"GGMW+7Q","8/9 Crescent Parade, Uxbridge Rd, Uxbridge UB10 0L",NA,NA
"",NA,3.6,"GHR2+G5","4 Sutton Ct Rd, Uxbridge UB10 9H",NA,NA
"",NA,3.8,"FGC6+HR","Terminal 5, Unit 3044 Terminal 5 Landside, Airport, Hounslow TW6 2R",NA,NA
"Click Health Pharmacy (West London) | Delivering Medicine in Minu","Click Health Pharmacy (West London) | Delivering Medicine in Minutes",4.3,"GMPM+HV","Sabichi House, London UB6 7J",NA,NA
"Eclipse Pharmacy - Hilling","Eclipse Pharmacy - Hillingdon",4,"HH22+CG","380 Long Ln, Uxbridge UB10 9P",NA,NA
"Oakleigh Pharmacy & Travel Cli","Oakleigh Pharmacy & Travel Clinic",4.6,"GHH3+VJ","Uxbridge Rd, Hillingdon, London UB10 0L",NA,NA
"Chem","Chemist",NA,"GH9Q+GR","Hayes UB4 0S",NA,NA
"Hillingdon Hospi","Hillingdon Hospital",2.5,"GGGQ+3F","Pield Heath Rd, Uxbridge UB8 3N",NA,NA
"Puri Pharmacy - Earwax Removal Clinic, NHS and Private Consultation & Prescribing Servi","Puri Pharmacy - Earwax Removal Clinic, NHS and Private Consultation & Prescribing Services",4.9,"GHV6+V2","165 Ryefield Ave, Uxbridge UB10 9D",NA,NA
"Adell's Chemist <U+00B7> Travel Clinic <U+00B7> Private GP <U+00B7> Physiother","Adell's Chemist <U+00B7> Travel Clinic <U+00B7> Private GP <U+00B7> Physiotherapy",4.3,"HH22+HG","392 Long Ln, Uxbridge UB10 9P",NA,NA
"Hayes End Pharmacy & Travel Clinic (Yellow Fever Cent","Hayes End Pharmacy & Travel Clinic (Yellow Fever Centre)",3.7,"GHG8+5C","1266 Uxbridge Rd, Hayes UB4 8J",NA,NA
"Orchards Pharmacy Ltd, West Dray","Orchards Pharmacy Ltd, West Drayton",4.3,"Amigable","6 Laurel Ln, West Drayton UB7 7T",NA,NA
